Comune,CODISTAT,provincia,inizioIntervallo,fineIntervallo,classeEta,Target,Vaccinati,Immunizzati
Mirabella Imbaccari,87028,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,2403,1466,1274
Mirabella Imbaccari,87028,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,1517,1368,1300
Misterbianco,87029,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,32063,17297,14982
Misterbianco,87029,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,10536,7559,7054
Motta Sant'Anastasia,87030,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,7914,4726,4070
Motta Sant'Anastasia,87030,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,2650,2006,1878
Nicolosi,87031,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,4859,2910,2556
Nicolosi,87031,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,1774,1311,1229
Palagonia,87032,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,10399,6303,5158
Palagonia,87032,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,3613,2729,2485
Paternò,87033,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,29308,17984,16040
Paternò,87033,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,11062,9126,8718
Pedara,87034,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,9567,5732,4997
Pedara,87034,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,3244,2297,2188
Piedimonte Etneo,87035,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,2471,1545,1368
Piedimonte Etneo,87035,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,1159,862,812
Raddusa,87036,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,1817,1190,943
Raddusa,87036,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,762,619,561
Ragalna,87058,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,2606,1548,1398
Ragalna,87058,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,1006,711,671
Ramacca,87037,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,6808,4366,3541
Ramacca,87037,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,2376,2059,1874
Randazzo,87038,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,6407,4142,3593
Randazzo,87038,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,3089,2595,2469
Riposto,87039,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,8643,5210,4478
Riposto,87039,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,3984,3232,3056
San Cono,87040,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,1560,1110,943
San Cono,87040,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,705,588,554
San Giovanni la Punta,87041,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,14357,9118,8070
San Giovanni la Punta,87041,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,5917,4914,4704
San Gregorio di Catania,87042,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,7057,4817,4359
San Gregorio di Catania,87042,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,3124,2639,2534
San Michele di Ganzaria,87043,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,1820,1139,951
San Michele di Ganzaria,87043,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,996,759,683
San Pietro Clarenza,87044,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,5308,3026,2674
San Pietro Clarenza,87044,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,1528,1157,1083
Sant'Agata li Battiati,87045,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,5540,3807,3457
Sant'Agata li Battiati,87045,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,2868,2176,2106
Sant'Alfio,87046,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,946,593,541
Sant'Alfio,87046,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,435,324,317
Santa Maria di Licodia,87047,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,4724,2780,2478
Santa Maria di Licodia,87047,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,1735,1359,1287
Santa Venerina,87048,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,5384,3121,2582
Santa Venerina,87048,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,2115,1577,1415
Scordia,87049,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,10269,7574,6944
Scordia,87049,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,4315,3829,3685
Trecastagni,87050,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,7169,4530,3993
Trecastagni,87050,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,2626,2015,1917
Tremestieri Etneo,87051,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,12484,7883,7090
Tremestieri Etneo,87051,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,5297,4026,3856
Valverde,87052,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,4985,3194,2850
Valverde,87052,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,1921,1471,1403
Viagrande,87053,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,5533,3516,3103
Viagrande,87053,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,2081,1681,1580
Vizzini,87054,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,3489,2464,2147
Vizzini,87054,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,1764,1581,1501
Zafferana Etnea,87055,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,6008,3752,3251
Zafferana Etnea,87055,Catania,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,2378,1857,1782
Agira,86001,Enna,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,4935,2905,2209
Agira,86001,Enna,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,2064,1618,1449
Aidone,86002,Enna,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,2747,1967,1757
Aidone,86002,Enna,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,1400,1250,1198
Assoro,86003,Enna,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,3015,2035,1740
Assoro,86003,Enna,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,1467,1224,1140
Barrafranca,86004,Enna,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,7397,5048,3754
Barrafranca,86004,Enna,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,3343,2660,2284
Calascibetta,86005,Enna,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,2523,1960,1757
Calascibetta,86005,Enna,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,1256,1128,1090
Catenanuova,86006,Enna,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,2912,1759,1393
Catenanuova,86006,Enna,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,1179,986,901
Centuripe,86007,Enna,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,3135,1960,1657
Centuripe,86007,Enna,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,1576,1391,1330
Cerami,86008,Enna,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,1098,905,818
Cerami,86008,Enna,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,614,566,545
Enna,86009,Enna,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,15627,12683,11334
Enna,86009,Enna,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,8160,7447,7105
Gagliano Castelferrato,86010,Enna,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,2023,1473,1358
Gagliano Castelferrato,86010,Enna,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,1111,984,956
Leonforte,86011,Enna,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,8014,6137,5041
Leonforte,86011,Enna,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,3395,2966,2737
Nicosia,86012,Enna,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,8087,6283,5740
Nicosia,86012,Enna,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,3849,3423,3286
Nissoria,86013,Enna,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,1870,1214,1056
Nissoria,86013,Enna,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,722,612,589
Piazza Armerina,86014,Enna,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,13037,8907,7953
Piazza Armerina,86014,Enna,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,5886,4948,4734
Pietraperzia,86015,Enna,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,3839,2801,2355
Pietraperzia,86015,Enna,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,1979,1700,1546
Regalbuto,86016,Enna,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,4254,2904,2533
Regalbuto,86016,Enna,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,1896,1672,1602
Sperlinga,86017,Enna,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,388,315,287
Sperlinga,86017,Enna,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,259,229,221
Troina,86018,Enna,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,5181,4104,3685
Troina,86018,Enna,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,2825,2558,2435
Valguarnera Caropepe,86019,Enna,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,4344,3037,2717
Valguarnera Caropepe,86019,Enna,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,2094,1834,1758
Villarosa,86020,Enna,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,2641,2045,1725
Villarosa,86020,Enna,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,1412,1268,1217
Acquedolci,83107,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,3443,2409,2171
Acquedolci,83107,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,1517,1236,1184
Alcara li Fusi,83001,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,960,749,660
Alcara li Fusi,83001,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,719,640,615
Alì,83002,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,396,146,128
Alì,83002,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,215,140,139
Alì Terme,83003,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,1424,727,611
Alì Terme,83003,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,728,554,529
Antillo,83004,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,464,340,305
Antillo,83004,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,289,228,220
Barcellona Pozzo di Gotto,83005,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,25159,17207,15335
Barcellona Pozzo di Gotto,83005,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,10695,9383,8988
Basicò,83006,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,300,190,167
Basicò,83006,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,221,178,165
Brolo,83007,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,3631,2899,2598
Brolo,83007,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,1539,1459,1395
Capizzi,83008,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,1803,1180,1072
Capizzi,83008,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,735,537,508
Capo d'Orlando,83009,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,8127,5835,5225
Capo d'Orlando,83009,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,3809,3343,3214
Capri Leone,83010,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,2805,1921,1707
Capri Leone,83010,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,1100,875,834
Caronia,83011,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,1858,1386,1200
Caronia,83011,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,951,828,768
Casalvecchio Siculo,83012,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,423,268,243
Casalvecchio Siculo,83012,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,266,201,192
Castel di Lucio,83013,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,685,548,483
Castel di Lucio,83013,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,403,368,352
Castell'Umberto,83014,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,1767,1017,776
Castell'Umberto,83014,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,915,741,657
Castelmola,83015,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,630,335,306
Castelmola,83015,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,354,234,210
Castroreale,83016,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,1276,794,689
Castroreale,83016,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,783,663,639
Cesarò,83017,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,1281,892,799
Cesarò,83017,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,696,582,544
Condrò,83018,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,257,155,138
Condrò,83018,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,153,114,107
Falcone,83019,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,1646,1069,908
Falcone,83019,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,814,719,699
Ficarra,83020,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,748,581,521
Ficarra,83020,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,511,446,430
Fiumedinisi,83021,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,770,279,228
Fiumedinisi,83021,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,386,237,225
Floresta,83022,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,255,161,147
Floresta,83022,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,164,115,109
Fondachelli-Fantina,83023,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,629,410,371
Fondachelli-Fantina,83023,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,310,247,242
Forza d'Agrò,83024,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,520,320,299
Forza d'Agrò,83024,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,258,209,202
Francavilla di Sicilia,83025,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,2079,1254,1076
Francavilla di Sicilia,83025,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,1198,1009,962
Frazzanò,83026,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,329,233,212
Frazzanò,83026,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,222,213,210
Furci Siculo,83027,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,1962,1180,988
Furci Siculo,83027,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,926,733,697
Furnari,83028,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,2339,1331,1180
Furnari,83028,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,1144,815,779
Gaggi,83029,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,1971,1026,876
Gaggi,83029,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,783,559,504
Galati Mamertino,83030,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,1392,989,886
Galati Mamertino,83030,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,833,757,717
Gallodoro,83031,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,201,127,119
Gallodoro,83031,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,118,98,96
Giardini-Naxos,83032,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,5732,3172,2772
Giardini-Naxos,83032,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,2645,1949,1868
Gioiosa Marea,83033,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,4112,2578,2194
Gioiosa Marea,83033,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,2130,1646,1523
Graniti,83034,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,868,517,449
Graniti,83034,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,439,358,344
Gualtieri Sicaminò,83035,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,918,549,496
Gualtieri Sicaminò,83035,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,553,427,404
Itala,83036,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,921,430,369
Itala,83036,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,449,311,294
Leni,83037,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,403,249,223
Leni,83037,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,217,154,143
Letojanni,83038,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,1686,1112,986
Letojanni,83038,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,769,634,606
Librizzi,83039,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,898,558,460
Librizzi,83039,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,574,452,419
Limina,83040,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,369,312,297
Limina,83040,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,312,256,249
Lipari,83041,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,7815,4667,4194
Lipari,83041,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,3361,2447,2308
Longi,83042,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,846,627,574
Longi,83042,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,401,357,342
Malfa,83043,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,633,414,376
Malfa,83043,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,241,190,178
Malvagna,83044,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,380,292,275
Malvagna,83044,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,229,196,188
Mandanici,83045,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,293,187,175
Mandanici,83045,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,218,176,166
Mazzarrà Sant'Andrea,83046,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,819,509,456
Mazzarrà Sant'Andrea,83046,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,457,364,354
Merì,83047,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,1500,896,768
Merì,83047,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,542,442,406
Messina,83048,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,137268,82916,74263
Messina,83048,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,66617,52382,50120
Milazzo,83049,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,18140,11815,10494
Milazzo,83049,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,9085,7263,6964
Militello Rosmarino,83050,Messina,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,694,484,436
