Comune,CODISTAT,provincia,inizioIntervallo,fineIntervallo,classeEta,Target,Vaccinati,Immunizzati
Godrano,82040,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,306,281,276
Gratteri,82041,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,471,366,329
Gratteri,82041,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,346,306,296
Isnello,82042,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,776,665,629
Isnello,82042,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,515,512,494
Isola delle Femmine,82043,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,4652,3267,2864
Isola delle Femmine,82043,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,1631,1350,1270
Lascari,82044,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,2274,1680,1546
Lascari,82044,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,1022,961,918
Lercara Friddi,82045,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,3911,3043,2766
Lercara Friddi,82045,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,1885,1746,1681
Marineo,82046,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,3824,2802,2526
Marineo,82046,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,1792,1569,1494
Mezzojuso,82047,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,1668,1230,1032
Mezzojuso,82047,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,826,692,648
Misilmeri,82048,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,18469,13392,11956
Misilmeri,82048,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,6452,5634,5337
Monreale,82049,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,24152,17247,15367
Monreale,82049,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,8593,7348,7026
Montelepre,82050,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,3670,2697,2351
Montelepre,82050,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,1602,1470,1370
Montemaggiore Belsito,82051,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,1687,1313,1171
Montemaggiore Belsito,82051,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,1140,982,931
Palazzo Adriano,82052,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,1140,1130,1048
Palazzo Adriano,82052,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,622,652,620
Palermo,82053,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,398220,318632,286054
Palermo,82053,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,172815,157805,151276
Partinico,82054,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,19325,13721,11842
Partinico,82054,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,7995,6833,6439
Petralia Soprana,82055,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,1786,1282,1156
Petralia Soprana,82055,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,1061,833,787
Petralia Sottana,82056,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,1419,1128,1083
Petralia Sottana,82056,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,937,741,721
Piana degli Albanesi,82057,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,3536,2583,2294
Piana degli Albanesi,82057,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,1743,1581,1534
Polizzi Generosa,82058,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,1700,1226,1116
Polizzi Generosa,82058,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,1175,1000,941
Pollina,82059,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,1699,1324,1169
Pollina,82059,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,929,859,835
Prizzi,82060,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,2642,2160,2030
Prizzi,82060,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,1422,1321,1268
Roccamena,82061,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,801,623,576
Roccamena,82061,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,458,403,392
Roccapalumba,82062,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,1321,1040,959
Roccapalumba,82062,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,730,671,652
San Cipirello,82063,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,3283,2165,1879
San Cipirello,82063,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,1269,1021,967
San Giuseppe Jato,82064,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,5166,3513,3064
San Giuseppe Jato,82064,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,2174,1910,1827
San Mauro Castelverde,82065,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,780,496,437
San Mauro Castelverde,82065,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,545,405,394
Santa Cristina Gela,82066,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,644,529,486
Santa Cristina Gela,82066,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,234,184,173
Santa Flavia,82067,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,6892,4554,3986
Santa Flavia,82067,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,2840,2179,2030
Sciara,82068,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,1574,1122,905
Sciara,82068,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,709,587,546
Scillato,82081,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,341,286,258
Scillato,82081,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,229,201,195
Sclafani Bagni,82069,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,219,175,164
Sclafani Bagni,82069,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,147,138,137
Termini Imerese,82070,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,15600,11702,10312
Termini Imerese,82070,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,7113,6459,6187
Terrasini,82071,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,7862,5547,4744
Terrasini,82071,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,3154,2638,2491
Torretta,82072,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,2701,1808,1603
Torretta,82072,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,940,741,699
Trabia,82073,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,6505,4431,3789
Trabia,82073,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,2686,2203,2105
Trappeto,82074,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,1723,1160,992
Trappeto,82074,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,974,805,762
Ustica,82075,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,741,696,671
Ustica,82075,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,435,402,396
Valledolmo,82076,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,1915,1469,1376
Valledolmo,82076,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,1126,891,858
Ventimiglia di Sicilia,82077,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,1105,926,863
Ventimiglia di Sicilia,82077,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,578,527,510
Vicari,82078,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,1441,1076,1013
Vicari,82078,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,859,721,692
Villabate,82079,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,12899,8437,7387
Villabate,82079,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,3969,3059,2881
Villafrati,82080,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,1851,1514,1401
Villafrati,82080,Palermo,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,976,926,889
Acate,88001,Ragusa,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,7627,4512,3621
Acate,88001,Ragusa,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,1981,1820,1714
Chiaramonte Gulfi,88002,Ragusa,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,4935,3467,2977
Chiaramonte Gulfi,88002,Ragusa,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,2270,2035,1941
Comiso,88003,Ragusa,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,19309,13831,11377
Comiso,88003,Ragusa,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,7520,6570,6099
Giarratana,88004,Ragusa,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,1657,1359,1228
Giarratana,88004,Ragusa,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,952,944,922
Ispica,88005,Ragusa,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,10365,7241,6196
Ispica,88005,Ragusa,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,4173,3813,3635
Modica,88006,Ragusa,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,33766,26339,23145
Modica,88006,Ragusa,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,14061,13000,12484
Monterosso Almo,88007,Ragusa,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,1686,1323,1179
Monterosso Almo,88007,Ragusa,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,918,878,852
Pozzallo,88008,Ragusa,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,11949,8567,7634
Pozzallo,88008,Ragusa,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,4890,4409,4269
Ragusa,88009,Ragusa,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,43964,35432,32146
Ragusa,88009,Ragusa,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,20220,19519,18968
Santa Croce Camerina,88010,Ragusa,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,7172,5222,4398
Santa Croce Camerina,88010,Ragusa,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,2434,2186,2072
Scicli,88011,Ragusa,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,16752,11704,10477
Scicli,88011,Ragusa,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,7218,6367,6178
Vittoria,88012,Ragusa,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,40630,28612,23241
Vittoria,88012,Ragusa,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,14017,12666,11869
Augusta,89001,Siracusa,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,21304,14204,11907
Augusta,89001,Siracusa,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,9995,8163,7785
Avola,89002,Siracusa,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,19192,13428,10865
Avola,89002,Siracusa,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,8136,6896,6410
Buccheri,89003,Siracusa,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,1018,640,587
Buccheri,89003,Siracusa,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,689,613,592
Buscemi,89004,Siracusa,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,600,467,446
Buscemi,89004,Siracusa,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,308,273,268
Canicattini Bagni,89005,Siracusa,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,4031,2456,2116
Canicattini Bagni,89005,Siracusa,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,2000,1595,1519
Carlentini,89006,Siracusa,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,10262,6287,5610
Carlentini,89006,Siracusa,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,4966,4120,3970
Cassaro,89007,Siracusa,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,428,289,258
Cassaro,89007,Siracusa,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,252,215,211
Ferla,89008,Siracusa,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,1377,741,589
Ferla,89008,Siracusa,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,776,651,614
Floridia,89009,Siracusa,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,13879,8357,6999
Floridia,89009,Siracusa,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,4928,4136,3923
Francofonte,89010,Siracusa,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,7228,3569,2974
Francofonte,89010,Siracusa,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,3322,2443,2288
Lentini,89011,Siracusa,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,13167,7775,6872
Lentini,89011,Siracusa,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,6698,5342,5104
Melilli,89012,Siracusa,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,8564,5320,4476
Melilli,89012,Siracusa,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,3314,2782,2617
Noto,89013,Siracusa,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,14996,9254,7698
Noto,89013,Siracusa,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,6191,5100,4803
Pachino,89014,Siracusa,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,14189,10422,8725
Pachino,89014,Siracusa,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,5118,4554,4330
Palazzolo Acreide,89015,Siracusa,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,5005,3804,3364
Palazzolo Acreide,89015,Siracusa,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,2609,2343,2218
Portopalo di Capo Passero,89020,Siracusa,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,2441,1601,1374
Portopalo di Capo Passero,89020,Siracusa,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,963,803,751
Priolo Gargallo,89021,Siracusa,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,7358,4674,3720
Priolo Gargallo,89021,Siracusa,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,2931,2406,2248
Rosolini,89016,Siracusa,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,13159,9401,7573
Rosolini,89016,Siracusa,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,5151,4765,4405
Siracusa,89017,Siracusa,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,72824,48946,41991
Siracusa,89017,Siracusa,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,33272,27953,26691
Solarino,89018,Siracusa,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,4887,2845,2397
Solarino,89018,Siracusa,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,1879,1547,1458
Sortino,89019,Siracusa,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,5017,3473,2943
Sortino,89019,Siracusa,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,2550,2270,2130
Alcamo,81001,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,27737,21482,19478
Alcamo,81001,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,12570,11852,11501
Buseto Palizzolo,81002,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,1663,1273,1139
Buseto Palizzolo,81002,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,835,728,689
Calatafimi-Segesta,81003,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,3648,2881,2688
Calatafimi-Segesta,81003,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,2075,1976,1925
Campobello di Mazara,81004,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,6780,4263,3648
Campobello di Mazara,81004,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,3592,2776,2604
Castellammare del Golfo,81005,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,9172,6396,5589
Castellammare del Golfo,81005,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,4040,3439,3305
Castelvetrano,81006,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,18886,12748,10901
Castelvetrano,81006,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,8607,7285,6919
Custonaci,81007,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,3338,2148,1747
Custonaci,81007,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,1472,1171,1083
Erice,81008,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,16229,11564,10155
Erice,81008,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,7652,6485,6226
Favignana,81009,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,2536,2036,1853
Favignana,81009,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,1424,1114,1071
Gibellina,81010,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,2278,1806,1634
Gibellina,81010,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,1254,1142,1090
Marsala,81011,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,49276,35980,31917
Marsala,81011,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,23179,21080,20138
Mazara del Vallo,81012,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,31354,23727,20499
Mazara del Vallo,81012,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,13346,12139,11551
Paceco,81013,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,6743,4673,4057
Paceco,81013,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,3141,2688,2547
Pantelleria,81014,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,4630,2861,2243
Pantelleria,81014,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,2036,1618,1421
Partanna,81015,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,5978,4721,4281
Partanna,81015,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,3158,2956,2868
Petrosino,81024,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,4990,3085,2694
Petrosino,81024,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,2129,1701,1634
Poggioreale,81016,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,830,536,474
Poggioreale,81016,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,457,393,378
Salaparuta,81017,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,967,730,633
Salaparuta,81017,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,483,414,397
Salemi,81018,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,6112,4545,3992
Salemi,81018,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,3112,2746,2592
San Vito Lo Capo,81020,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,3053,1930,1605
San Vito Lo Capo,81020,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,1328,1049,993
Santa Ninfa,81019,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,2890,2263,2013
Santa Ninfa,81019,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,1540,1445,1367
Trapani,81021,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,40305,26991,23498
Trapani,81021,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,18736,15839,14987
Valderice,81022,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,7174,4944,4368
Valderice,81022,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,3390,2965,2849
Vita,81023,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,12-60,1056,812,731
Vita,81023,Trapani,2020-12-27T00:00:00,2021-09-15T00:00:00,>60,652,616,603
